transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status,Revenue,Month
1754,728,L*** M*****,105,45000.0,Tv,Electronics,online,Chennai,2026-02-24,1,NetBanking,0.1,L*****@gmail.com,******3795,successful,40500.0,2026-02
1755,933,Z****** K***,106,80000.0,Sofa,Furniture,offline,Bangalore,2025-03-12,5,Card,0.15,Z*****@gmail.com,******3581,successful,340000.0,2025-03
1756,711,J******* C******,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-10-06,2,NetBanking,0.4,J*****@gmail.com,******8568,successful,54000.0,2025-10
1757,819,D***** V***,104,8000.0,Shoes,Clothing,offline,Chennai,2025-07-17,2,Card,0.05,D*****@outlook.com,******9771,successful,15200.0,2025-07
1758,562,B****** F*******,102,70000.0,Phone,Electronics,online,Chennai,2026-03-04,5,Card,0.35,B*****@outlook.com,******6207,successful,227500.0,2026-03
1759,861,T** B****,101,250000.0,Laptop,Electronics,online,Bangalore,2026-10-04,3,Card,0.35,T*****@outlook.com,******1491,successful,487500.0,2026-10
1760,675,M****** W*****,106,80000.0,Sofa,Furniture,online,Bangalore,2025-05-20,5,NetBanking,0.25,M*****@outlook.com,******3456,successful,300000.0,2025-05
1761,163,R***** C******,103,1300.0,Shirt,Clothing,online,Mumbai,2025-04-21,1,UPI,0.4,R*****@gmail.com,******6458,successful,780.0,2025-04
1762,839,E*** W*****,102,70000.0,Phone,Electronics,offline,Chennai,2025-10-28,3,Cash,0.25,E*****@outlook.com,******2146,successful,157500.0,2025-10
1763,410,B***** G*****,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-06-01,4,Cash,0.3,B*****@yahoo.com,******5615,successful,140000.0,2025-06
1764,921,J****** T*****,105,45000.0,Tv,Electronics,online,Mumbai,2025-06-05,1,NetBanking,0.3,J*****@outlook.com,******0882,successful,31499.999999999996,2025-06
1765,951,R****** M*****,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2025-09-03,2,UPI,0.15,R*****@yahoo.com,******6379,successful,25500.0,2025-09
1766,675,M****** W*****,103,1300.0,Shirt,Clothing,online,Bangalore,2025-09-18,3,Cash,0.3,M*****@outlook.com,******3456,successful,2730.0,2025-09
1767,560,A****** L*******,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2025-06-21,1,NetBanking,0.3,A*****@gmail.com,******7287,successful,10500.0,2025-06
1768,152,L*** L***,105,45000.0,Tv,Electronics,online,Chennai,2025-10-18,2,UPI,0.15,L*****@gmail.com,******3306,successful,76500.0,2025-10
1769,409,E******** W*****,105,45000.0,Tv,Electronics,online,Bangalore,2025-04-17,3,UPI,0.15,E*****@outlook.com,******5929,successful,114750.0,2025-04
1770,536,N***** S*****,106,80000.0,Sofa,Furniture,offline,Delhi,2025-11-26,3,UPI,0.1,N*****@gmail.com,******3854,successful,216000.0,2025-11
1771,747,L**** E******,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2025-08-26,2,UPI,0.4,L*****@yahoo.com,******5369,successful,18000.0,2025-08
1772,320,S****** T****,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2026-01-08,5,UPI,0.3,S*****@yahoo.com,******6167,successful,157500.0,2026-01
1773,14,J***** J****,105,45000.0,Tv,Electronics,online,Hyderabad,2025-12-26,1,Card,0.2,J*****@gmail.com,******5282,successful,36000.0,2025-12
1774,171,M****** C*****,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2026-02-01,2,Card,0.4,M*****@gmail.com,******4681,successful,78000.0,2026-02
1775,176,R**** S****,104,8000.0,Shoes,Clothing,online,Chennai,2026-02-04,4,NetBanking,0.4,R*****@outlook.com,******0905,successful,19200.0,2026-02
1776,965,D***** P****,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-12-14,4,Cash,0.3,D*****@yahoo.com,******4135,successful,182000.0,2025-12
1777,565,C**** M****,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-11-27,3,Card,0.2,C*****@gmail.com,******2911,successful,108000.0,2025-11
1779,37,J***** N****,106,80000.0,Sofa,Furniture,offline,Mumbai,2026-02-21,1,NetBanking,0.4,J*****@yahoo.com,******8785,successful,48000.0,2026-02
1780,220,M**** W*****,104,8000.0,Shoes,Clothing,offline,Bangalore,2025-06-17,2,Card,0.1,M*****@gmail.com,******5210,successful,14400.0,2025-06
1781,282,T**** R*******,106,80000.0,Sofa,Furniture,online,Hyderabad,2025-08-11,3,Card,0.4,T*****@outlook.com,******3095,successful,144000.0,2025-08
1782,352,D***** G*******,104,8000.0,Shoes,Clothing,online,Delhi,2025-11-29,1,NetBanking,0.05,D*****@gmail.com,******2541,successful,7600.0,2025-11
1783,526,P*** F*****,101,250000.0,Laptop,Electronics,online,Chennai,2025-11-21,1,Cash,0.3,P*****@gmail.com,******1606,successful,175000.0,2025-11
1784,82,B******* W******,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2025-11-18,1,UPI,0.3,B*****@outlook.com,******3667,successful,31499.999999999996,2025-11
1785,241,J**** G*******,103,1300.0,Shirt,Clothing,offline,Chennai,2026-02-24,3,NetBanking,0.35,J*****@gmail.com,******9128,successful,2535.0,2026-02
1786,997,D****** F*****,101,250000.0,Laptop,Electronics,online,Mumbai,2026-01-25,1,NetBanking,0.1,D*****@yahoo.com,******2916,successful,225000.0,2026-01
1787,338,L*** G*******,110,45000.0,Microwave,Home Appliances,online,Delhi,2025-12-07,1,UPI,0.35,L*****@outlook.com,******9437,successful,29250.0,2025-12
1788,474,J******* G*****,105,45000.0,Tv,Electronics,online,Bangalore,2025-05-10,1,UPI,0.3,J*****@gmail.com,******1172,successful,31499.999999999996,2025-05
1789,798,A**** M*****,107,50000.0,Dining Table,Furniture,offline,Hyderabad,2025-04-28,1,NetBanking,0.2,A*****@gmail.com,******9807,successful,40000.0,2025-04
1790,16,C**** D***,104,8000.0,Shoes,Clothing,online,Bangalore,2025-04-22,5,NetBanking,0.35,C*****@gmail.com,******5103,successful,26000.0,2025-04
1791,779,D***** N******,101,250000.0,Laptop,Electronics,offline,Chennai,2026-02-18,3,Cash,0.3,D*****@gmail.com,******1407,successful,525000.0,2026-02
1792,855,L**** S******,106,80000.0,Sofa,Furniture,online,Delhi,2025-04-24,2,Card,0.2,L*****@outlook.com,******5453,successful,128000.0,2025-04
1793,783,B****** G***,104,8000.0,Shoes,Clothing,online,Hyderabad,2026-02-26,5,Cash,0.25,B*****@outlook.com,******3064,successful,30000.0,2026-02
1794,455,M***** W*****,110,45000.0,Microwave,Home Appliances,online,Bangalore,2026-02-11,4,NetBanking,0.35,M*****@yahoo.com,******4087,successful,117000.0,2026-02
1795,773,G***** C**,106,80000.0,Sofa,Furniture,online,Mumbai,2025-04-21,1,Cash,0.2,G*****@gmail.com,******4312,successful,64000.0,2025-04
1796,903,S**** N********,105,45000.0,Tv,Electronics,online,Mumbai,2025-12-12,1,Cash,0.15,S*****@yahoo.com,******3859,successful,38250.0,2025-12
1797,644,J*** P******,110,45000.0,Microwave,Home Appliances,offline,Delhi,2026-01-21,1,UPI,0.15,J*****@gmail.com,******7481,successful,38250.0,2026-01
1798,908,M******* S***,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-07-11,1,Card,0.2,M*****@gmail.com,******3812,successful,56000.0,2025-07
1799,767,J*** F*****,106,80000.0,Sofa,Furniture,online,Mumbai,2026-01-21,2,Card,0.35,J*****@outlook.com,******7080,successful,104000.0,2026-01
1800,33,J*** S*******,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2026-02-15,4,Card,0.25,J*****@outlook.com,******9763,successful,135000.0,2026-02
1801,430,E******** S*******,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2026-03-20,5,Cash,0.1,E*****@gmail.com,******8257,successful,67500.0,2026-03
1802,749,L**** L***,104,8000.0,Shoes,Clothing,offline,Mumbai,2025-05-19,3,Card,0.35,L*****@outlook.com,******4201,successful,15600.0,2025-05
1803,17,D**** H***,104,8000.0,Shoes,Clothing,online,Bangalore,2026-03-18,4,Cash,0.2,D*****@outlook.com,******1149,successful,25600.0,2026-03
1804,474,J******* G*****,107,50000.0,Dining Table,Furniture,online,Bangalore,2025-11-07,3,NetBanking,0.3,J*****@gmail.com,******1172,successful,105000.0,2025-11
1805,325,T****** V*********,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2026-02-19,4,UPI,0.25,T*****@yahoo.com,******2924,successful,45000.0,2026-02
1806,104,A***** C*******,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-11-22,5,NetBanking,0.4,A*****@yahoo.com,******9548,successful,240000.0,2025-11
1807,169,A***** D****,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-07-26,1,UPI,0.4,A*****@gmail.com,******7904,successful,27000.0,2025-07
1808,930,J**** H******,110,45000.0,Microwave,Home Appliances,online,Chennai,2026-04-08,4,UPI,0.1,J*****@gmail.com,******5628,successful,162000.0,2026-04
1809,848,E*** P*******,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-07-16,3,NetBanking,0.25,E*****@gmail.com,******6213,successful,146250.0,2025-07
1810,618,A*** T*****,104,8000.0,Shoes,Clothing,online,Chennai,2026-02-22,3,Cash,0.05,A*****@yahoo.com,******3305,successful,22800.0,2026-02
1811,888,J*** G****,107,50000.0,Dining Table,Furniture,online,Hyderabad,2026-03-26,4,UPI,0.2,J*****@outlook.com,******5623,successful,160000.0,2026-03
1812,102,J******* R********,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-11-06,2,Cash,0.05,J*****@yahoo.com,******4588,successful,85500.0,2025-11
1813,50,S***** H********,106,80000.0,Sofa,Furniture,offline,Mumbai,2025-06-18,2,NetBanking,0.2,S*****@gmail.com,******2385,successful,128000.0,2025-06
1814,343,A**** M*******,104,8000.0,Shoes,Clothing,offline,Bangalore,2025-06-22,1,Cash,0.05,A*****@yahoo.com,******1170,successful,7600.0,2025-06
1815,850,Z****** A*****,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2025-10-11,2,UPI,0.25,Z*****@gmail.com,******4917,successful,22500.0,2025-10
1816,119,D*** C*****,110,45000.0,Microwave,Home Appliances,online,Delhi,2025-08-03,4,Cash,0.3,D*****@yahoo.com,******1072,successful,125999.99999999999,2025-08
1817,253,E**** R********,104,8000.0,Shoes,Clothing,online,Delhi,2026-01-26,2,UPI,0.15,E*****@gmail.com,******6545,successful,13600.0,2026-01
1818,90,J** G********,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-04-25,2,UPI,0.05,J*****@gmail.com,******6792,successful,85500.0,2025-04
1819,672,A***** P****,110,45000.0,Microwave,Home Appliances,offline,Delhi,2025-11-19,2,Cash,0.4,A*****@gmail.com,******4218,successful,54000.0,2025-11
1820,262,M****** E******,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2025-12-21,1,UPI,0.05,M*****@yahoo.com,******1322,successful,14250.0,2025-12
1821,50,S***** H********,105,45000.0,Tv,Electronics,online,Mumbai,2025-06-22,5,NetBanking,0.15,S*****@gmail.com,******2385,successful,191250.0,2025-06
1822,847,E*** M****,102,70000.0,Phone,Electronics,offline,Delhi,2025-12-02,1,NetBanking,0.3,E*****@gmail.com,******1886,successful,49000.0,2025-12
1823,770,P*** J*****,106,80000.0,Sofa,Furniture,offline,Mumbai,2025-07-29,4,Card,0.4,P*****@gmail.com,******6027,successful,192000.0,2025-07
1824,415,J****** K*****,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-08-07,2,Cash,0.4,J*****@gmail.com,******4305,successful,18000.0,2025-08
1825,443,J*** P*****,102,70000.0,Phone,Electronics,online,Chennai,2026-03-06,3,Card,0.3,J*****@yahoo.com,******5429,successful,147000.0,2026-03
1826,300,T****** M*****,106,80000.0,Sofa,Furniture,online,Hyderabad,2025-09-21,4,Cash,0.15,T*****@outlook.com,******0297,successful,272000.0,2025-09
1827,830,J*** C******,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2026-03-26,4,UPI,0.25,J*****@gmail.com,******2354,successful,195000.0,2026-03
1828,627,N***** A****,107,50000.0,Dining Table,Furniture,offline,Bangalore,2026-04-04,1,UPI,0.15,N*****@gmail.com,******1056,successful,42500.0,2026-04
1829,745,J******* W****,106,80000.0,Sofa,Furniture,online,Hyderabad,2025-08-30,2,Cash,0.25,J*****@gmail.com,******2095,successful,120000.0,2025-08
1830,309,G*** A****,101,250000.0,Laptop,Electronics,offline,Delhi,2025-05-05,5,Cash,0.25,G*****@gmail.com,******3177,successful,937500.0,2025-05
1831,762,L**** W***,103,1300.0,Shirt,Clothing,offline,Mumbai,2026-04-01,1,Card,0.05,L*****@yahoo.com,******1908,successful,1235.0,2026-04
1832,352,D***** G*******,102,70000.0,Phone,Electronics,online,Delhi,2025-07-03,2,Cash,0.05,D*****@gmail.com,******2541,successful,133000.0,2025-07
1833,809,K**** H***,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-08-06,5,UPI,0.35,K*****@yahoo.com,******6458,successful,146250.0,2025-08
1834,999,E******** B*****,107,50000.0,Dining Table,Furniture,online,Hyderabad,2025-08-05,2,Cash,0.3,E*****@yahoo.com,******7706,successful,70000.0,2025-08
1835,935,S******* B*****,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-10-10,3,Cash,0.15,S*****@outlook.com,******9224,successful,127500.0,2025-10
1836,208,M****** B****,106,80000.0,Sofa,Furniture,online,Hyderabad,2026-08-04,3,UPI,0.05,M*****@gmail.com,******8727,successful,228000.0,2026-08
1837,362,D**** W****,106,80000.0,Sofa,Furniture,offline,Bangalore,2026-01-23,5,NetBanking,0.2,D*****@yahoo.com,******9722,successful,320000.0,2026-01
1838,762,L**** W***,102,70000.0,Phone,Electronics,offline,Mumbai,2026-01-24,2,Card,0.15,L*****@yahoo.com,******1908,successful,119000.0,2026-01
1839,671,S**** F********,104,8000.0,Shoes,Clothing,offline,Chennai,2026-01-16,4,Cash,0.4,S*****@outlook.com,******5538,successful,19200.0,2026-01
1840,129,T***** W****,101,250000.0,Laptop,Electronics,offline,Bangalore,2026-03-30,3,Cash,0.35,T*****@outlook.com,******7186,successful,487500.0,2026-03
1841,651,A***** O*******,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2026-02-25,5,Card,0.15,A*****@gmail.com,******0338,successful,191250.0,2026-02
1843,308,L*** B****,104,8000.0,Shoes,Clothing,offline,Mumbai,2026-04-03,3,Cash,0.25,L*****@gmail.com,******7114,successful,18000.0,2026-04
1844,752,M*** H***,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-10-03,5,Cash,0.05,M*****@gmail.com,******5046,successful,213750.0,2025-10
1845,557,J***** C****,102,70000.0,Phone,Electronics,online,Hyderabad,2025-07-11,2,Card,0.25,J*****@gmail.com,******9909,successful,105000.0,2025-07
1846,987,D***** H*****,101,250000.0,Laptop,Electronics,offline,Delhi,2025-01-08,3,NetBanking,0.4,D*****@outlook.com,******1659,successful,450000.0,2025-01
1847,127,C***** H******,105,45000.0,Tv,Electronics,online,Bangalore,2025-02-12,2,UPI,0.3,C*****@gmail.com,******3186,successful,62999.99999999999,2025-02
1848,977,G***** N******,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-07-17,2,Card,0.4,G*****@yahoo.com,******0862,successful,54000.0,2025-07
1849,720,A**** S******,103,1300.0,Shirt,Clothing,online,Bangalore,2025-09-06,3,NetBanking,0.15,A*****@outlook.com,******7407,successful,3315.0,2025-09
1850,167,M****** G*****,110,45000.0,Microwave,Home Appliances,offline,Delhi,2025-12-14,3,UPI,0.35,M*****@yahoo.com,******4928,successful,87750.0,2025-12
1851,20,J*** M*******,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-07-30,1,UPI,0.1,J*****@yahoo.com,******1116,successful,45000.0,2025-07
1852,510,G****** M*********,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2025-11-30,2,NetBanking,0.35,G*****@gmail.com,******7234,successful,84500.0,2025-11
1853,185,S**** C****,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-11-29,4,UPI,0.25,S*****@outlook.com,******4728,successful,3900.0,2025-11
1854,853,J**** G*******,105,45000.0,Tv,Electronics,online,Mumbai,2026-03-11,1,NetBanking,0.15,J*****@gmail.com,******4649,successful,38250.0,2026-03
1855,561,A****** L**,103,1300.0,Shirt,Clothing,online,Mumbai,2025-09-24,5,Cash,0.1,A*****@gmail.com,******4275,successful,5850.0,2025-09
1856,258,L**** T*****,103,1300.0,Shirt,Clothing,offline,Chennai,2026-03-26,3,NetBanking,0.3,L*****@yahoo.com,******7795,successful,2730.0,2026-03
1857,481,V****** P*******,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2025-08-14,5,Card,0.25,V*****@gmail.com,******6027,successful,56250.0,2025-08
1858,264,K**** J******,109,65000.0,Refrigerator,Home Appliances,offline,Bangalore,2025-12-13,3,UPI,0.25,K*****@gmail.com,******6731,successful,146250.0,2025-12
1859,274,J***** P*****,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-08-24,5,NetBanking,0.15,J*****@gmail.com,******9206,successful,191250.0,2025-08
1860,719,M******* B****,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-08-06,2,NetBanking,0.2,M*****@gmail.com,******4312,successful,72000.0,2025-08
1861,617,P****** R********,102,70000.0,Phone,Electronics,offline,Delhi,2026-03-23,1,Cash,0.3,P*****@yahoo.com,******6634,successful,49000.0,2026-03
1862,359,R*** W*******,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2025-06-14,1,Cash,0.35,R*****@gmail.com,******5599,successful,42250.0,2025-06
1863,110,D*** H*****,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-06-02,5,Cash,0.15,D*****@gmail.com,******4973,successful,63750.0,2025-06
1864,750,K***** B********,105,45000.0,Tv,Electronics,online,Hyderabad,2025-11-29,4,NetBanking,0.05,K*****@yahoo.com,******3501,successful,171000.0,2025-11
1865,904,A***** S******,102,70000.0,Phone,Electronics,online,Bangalore,2025-10-17,4,NetBanking,0.15,A*****@yahoo.com,******2073,successful,238000.0,2025-10
1866,301,A******** N*****,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-11-01,1,NetBanking,0.15,A*****@gmail.com,******9566,successful,12750.0,2025-11
1867,703,D**** A*****,106,80000.0,Sofa,Furniture,offline,Delhi,2026-08-04,1,Cash,0.1,D*****@yahoo.com,******2395,successful,72000.0,2026-08
1868,40,K******* H******,104,8000.0,Shoes,Clothing,offline,Hyderabad,2026-02-01,4,Cash,0.35,K*****@outlook.com,******6674,successful,20800.0,2026-02
1869,540,A** C***,110,45000.0,Microwave,Home Appliances,online,Delhi,2025-10-12,1,Cash,0.4,A*****@gmail.com,******6867,successful,27000.0,2025-10
1870,212,R****** D**,101,250000.0,Laptop,Electronics,offline,Bangalore,2026-01-16,3,Cash,0.3,R*****@yahoo.com,******3203,successful,525000.0,2026-01
1871,563,R***** B****,103,1300.0,Shirt,Clothing,offline,Hyderabad,2025-05-30,3,UPI,0.1,R*****@gmail.com,******9200,successful,3510.0,2025-05
1872,473,D***** T****,103,1300.0,Shirt,Clothing,online,Hyderabad,2026-03-04,4,Cash,0.05,D*****@yahoo.com,******3308,successful,4940.0,2026-03
1873,254,D***** S*****,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2025-06-13,3,NetBanking,0.25,D*****@yahoo.com,******7463,successful,146250.0,2025-06
1874,887,R***** B****,104,8000.0,Shoes,Clothing,offline,Bangalore,2025-04-20,5,NetBanking,0.1,R*****@gmail.com,******3326,successful,36000.0,2025-04
1875,417,K******* L****,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2026-03-25,5,Card,0.3,K*****@gmail.com,******9732,successful,52500.0,2026-03
1876,976,P**** R*****,101,250000.0,Laptop,Electronics,offline,Chennai,2025-10-08,5,UPI,0.4,P*****@gmail.com,******1725,successful,750000.0,2025-10
1877,135,D***** W******,109,65000.0,Refrigerator,Home Appliances,offline,Bangalore,2025-05-01,3,Cash,0.25,D*****@yahoo.com,******3314,successful,146250.0,2025-05
1878,808,B****** H****,103,1300.0,Shirt,Clothing,online,Mumbai,2025-08-15,4,Cash,0.4,B*****@yahoo.com,******0549,successful,3120.0,2025-08
1879,69,P***** W*********,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2025-08-21,2,NetBanking,0.4,P*****@outlook.com,******6233,successful,78000.0,2025-08
1880,735,E******** K***,105,45000.0,Tv,Electronics,online,Bangalore,2025-08-10,1,Card,0.1,E*****@yahoo.com,******1868,successful,40500.0,2025-08
1881,979,A** C*****,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-05-06,3,Cash,0.15,A*****@yahoo.com,******8168,successful,637500.0,2025-05
1882,538,H**** H********,103,1300.0,Shirt,Clothing,online,Bangalore,2025-12-13,4,UPI,0.3,H*****@outlook.com,******6076,successful,3639.9999999999995,2025-12
1883,434,R***** S***,101,250000.0,Laptop,Electronics,offline,Bangalore,2026-01-27,2,NetBanking,0.3,R*****@yahoo.com,******2630,successful,350000.0,2026-01
1884,361,D***** W*******,102,70000.0,Phone,Electronics,online,Delhi,2025-07-24,4,Cash,0.2,D*****@yahoo.com,******7366,successful,224000.0,2025-07
1885,87,P**** S****,106,80000.0,Sofa,Furniture,online,Chennai,2025-07-29,2,Card,0.3,P*****@outlook.com,******0954,successful,112000.0,2025-07
1886,338,L*** G*******,102,70000.0,Phone,Electronics,offline,Delhi,2025-07-06,1,UPI,0.3,L*****@outlook.com,******9437,successful,49000.0,2025-07
1887,473,D***** T****,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-06-12,2,NetBanking,0.3,D*****@yahoo.com,******3308,successful,91000.0,2025-06
1888,901,R***** M****,103,1300.0,Shirt,Clothing,online,Mumbai,2026-03-31,4,UPI,0.05,R*****@gmail.com,******9632,successful,4940.0,2026-03
1889,191,M**** N*****,101,250000.0,Laptop,Electronics,offline,Bangalore,2026-01-01,4,NetBanking,0.35,M*****@gmail.com,******9888,successful,650000.0,2026-01
1890,38,L**** S******,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-09-27,3,Card,0.3,L*****@gmail.com,******7405,successful,31499.999999999996,2025-09
1891,884,I**** B***,110,45000.0,Microwave,Home Appliances,offline,Delhi,2025-05-05,5,UPI,0.3,I*****@gmail.com,******4208,successful,157500.0,2025-05
1892,637,K**** K***,102,70000.0,Phone,Electronics,offline,Bangalore,2026-02-16,1,Card,0.3,K*****@yahoo.com,******5430,successful,49000.0,2026-02
1894,639,J**** B**********,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2025-06-20,1,Cash,0.15,J*****@gmail.com,******9394,successful,12750.0,2025-06
1895,209,A**** M*********,101,250000.0,Laptop,Electronics,offline,Chennai,2026-02-26,4,Card,0.3,A*****@outlook.com,******5147,successful,700000.0,2026-02
1896,394,J****** J******,104,8000.0,Shoes,Clothing,offline,Mumbai,2025-03-10,4,Cash,0.3,J*****@yahoo.com,******5341,successful,22400.0,2025-03
1897,998,J***** P****,107,50000.0,Dining Table,Furniture,offline,Delhi,2025-05-19,3,Card,0.25,J*****@gmail.com,******3136,successful,112500.0,2025-05
1898,213,N**** L**,103,1300.0,Shirt,Clothing,online,Hyderabad,2025-11-14,3,UPI,0.2,N*****@yahoo.com,******7242,successful,3120.0,2025-11
1899,104,A***** C*******,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-02-12,3,UPI,0.1,A*****@yahoo.com,******9548,successful,216000.0,2025-02
1900,182,K******* C*****,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-05-17,5,Card,0.1,K*****@outlook.com,******9367,successful,315000.0,2025-05
1901,984,J**** L***,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2026-02-09,3,Card,0.2,J*****@yahoo.com,******6095,successful,108000.0,2026-02
1902,642,T*** M*******,101,250000.0,Laptop,Electronics,online,Bangalore,2025-07-26,1,NetBanking,0.25,T*****@gmail.com,******6968,successful,187500.0,2025-07
1903,970,W****** F******,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-10-07,1,UPI,0.15,W*****@gmail.com,******9842,successful,12750.0,2025-10
1904,67,J**** H*****,102,70000.0,Phone,Electronics,offline,Chennai,2026-02-02,1,Cash,0.15,J*****@gmail.com,******5928,successful,59500.0,2026-02
1905,382,B**** R******,103,1300.0,Shirt,Clothing,online,Mumbai,2025-04-09,5,UPI,0.3,B*****@gmail.com,******3185,successful,4550.0,2025-04
1906,940,N***** B*****,107,50000.0,Dining Table,Furniture,online,Chennai,2025-10-23,5,UPI,0.1,N*****@gmail.com,******0293,successful,225000.0,2025-10
1907,936,B**** L*****,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-01-10,1,Card,0.25,B*****@yahoo.com,******8514,successful,33750.0,2025-01
1908,556,R**** G*******,109,65000.0,Refrigerator,Home Appliances,offline,Mumbai,2025-12-24,5,UPI,0.1,R*****@yahoo.com,******5988,successful,292500.0,2025-12
1909,742,W***** D****,101,250000.0,Laptop,Electronics,offline,Delhi,2026-04-04,1,NetBanking,0.2,W*****@outlook.com,******9946,successful,200000.0,2026-04
1910,814,D**** B******,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-07-19,2,UPI,0.2,D*****@gmail.com,******2067,successful,128000.0,2025-07
1911,431,T***** K**,102,70000.0,Phone,Electronics,offline,Bangalore,2025-04-23,2,Cash,0.15,T*****@yahoo.com,******5130,successful,119000.0,2025-04
1912,933,Z****** K***,106,80000.0,Sofa,Furniture,offline,Bangalore,2026-08-03,4,Cash,0.1,Z*****@gmail.com,******3581,successful,288000.0,2026-08
1913,681,H****** W*******,110,45000.0,Microwave,Home Appliances,online,Mumbai,2025-05-07,2,Cash,0.25,H*****@outlook.com,******9467,successful,67500.0,2025-05
1914,379,A***** S*****,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-04-25,5,Cash,0.3,A*****@yahoo.com,******0361,successful,175000.0,2025-04
1915,62,S**** P***,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-10-16,1,Card,0.05,S*****@gmail.com,******5051,successful,14250.0,2025-10
1916,53,J*** B******,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-04-16,5,UPI,0.05,J*****@outlook.com,******8917,successful,308750.0,2025-04
1917,745,J******* W****,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2026-01-18,5,UPI,0.35,J*****@gmail.com,******2095,successful,146250.0,2026-01
1918,565,C**** M****,101,250000.0,Laptop,Electronics,online,Mumbai,2025-12-02,2,Card,0.15,C*****@gmail.com,******2911,successful,425000.0,2025-12
1919,888,J*** G****,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-05-29,1,NetBanking,0.35,J*****@outlook.com,******5623,successful,52000.0,2025-05
1920,842,A** Q****,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2025-07-15,5,Card,0.05,A*****@outlook.com,******3795,successful,308750.0,2025-07
1921,728,L*** M*****,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2026-04-12,1,UPI,0.05,L*****@gmail.com,******3795,successful,61750.0,2026-04
1922,943,S***** S****,101,250000.0,Laptop,Electronics,online,Chennai,2025-08-09,1,UPI,0.25,S*****@gmail.com,******1161,successful,187500.0,2025-08
1923,72,M****** W***,106,80000.0,Sofa,Furniture,offline,Chennai,2026-02-24,5,UPI,0.4,M*****@gmail.com,******0077,successful,240000.0,2026-02
1924,497,W***** P*******,106,80000.0,Sofa,Furniture,offline,Mumbai,2025-01-09,4,NetBanking,0.1,W*****@yahoo.com,******1460,successful,288000.0,2025-01
